workload,TRH-D,TREF_Freq,QPRAC,MINT,PrISM
TPC (4),1000,2,0.0,0.10138019973841561,1.2931926339747568e-05
Hadoop (3),250,2,0.0,3.96437828159021,0.4631131229878434
Hadoop (3),500,1,0.0,0.004662253810303591,1.0345541071798055e-05
Hadoop (3),500,2,0.0,1.0458926906014616,1.0345541071798055e-05
Hadoop (3),500,4,0.0,1.9164948142983749,0.10945636179292194
Hadoop (3),500,8,0.0,2.3600939571444197,0.5478190937622917
Hadoop (3),500,0,0.0,2.8123097593995667,1.0217392538509866
Hadoop (3),1000,2,0.0,0.001509068696352002,0.0
MediaBench (3),250,2,0.0,2.705186562018303,0.3053847089451743
MediaBench (3),500,1,0.0,0.05375930335082634,0.0
MediaBench (3),500,2,0.0,0.7416920391886986,0.007185382878259084
MediaBench (3),500,4,0.0,1.2906848752800537,0.10203612451490185
MediaBench (3),500,8,0.0,1.5667334374979187,0.37337259640488146
MediaBench (3),500,0,0.0,1.8504556591516639,0.666489890153728
MediaBench (3),1000,2,0.0,0.025010243772485213,0.00035998971457958345
YCSB (6),250,2,0.0,4.487219928563628,0.0476188152750431
YCSB (6),500,1,0.0,0.005281566368921139,2.369106846718787e-05
YCSB (6),500,2,0.0,1.1596071342650767,0.0007378688326628337
YCSB (6),500,4,0.0,2.0789245915790127,0.15234686721444232
YCSB (6),500,8,0.0,2.5383448002579914,0.5957668257360087
YCSB (6),500,0,0.0003498017003741953,2.9936701294744776,1.0689662231341277
YCSB (6),1000,2,0.0,0.001953064509595942,0.0003254574418209067
All (57),250,2,0.0,4.018773253750497,0.45401678139225593
All (57),500,1,0.0,0.40437661607813935,0.0001541305293699155
All (57),500,2,0.0,1.3576830782391103,0.0310643196571724
All (57),500,4,0.0,1.9638540093840324,0.32967776697296164
All (57),500,8,0.0,2.3057338375000356,0.6333848596474962
All (57),500,0,9.279492300347195e-05,2.7029656727679954,1.0070469307737893
All (57),1000,2,0.0,0.21173717856927576,0.017540313816464714
