workload,TRH-D,TREF_Freq,QPRAC,MINT,PrISM
549.fotonik3d,500,1,0.8316205568945484,0.9595435937701661,1.0
549.fotonik3d,500,2,0.8316205568945484,0.9172192954367974,0.9949879149785499
549.fotonik3d,500,4,0.8316205568945484,0.8962244482282908,0.9686984411875447
549.fotonik3d,500,8,0.8316205568945484,0.8858000353303748,0.9556362025751487
549.fotonik3d,500,0,0.8317638319567237,0.8755213921791193,0.9434993139389315
549.fotonik3d,1000,2,0.8316205568945484,0.9784284541391537,1.0
557.xz,250,2,0.9200726800044484,0.8496440827341057,1.0
557.xz,500,1,0.9200726800044484,0.9912117346003434,1.0
557.xz,500,2,0.9200726800044484,0.9456626016309743,1.0
557.xz,500,4,0.9200726800044484,0.9231754859595827,0.9880445636681402
557.xz,500,8,0.9200726800044484,0.910121485790091,0.9728500447991619
557.xz,500,0,0.9200726800044484,0.8969861876982134,0.9587541197515099
557.xz,1000,2,0.9200726800044484,0.9972701828580172,1.0
grep_map0,250,2,0.8233340872820427,0.8773993157666115,0.9657718883696079
grep_map0,500,1,0.8233340872820427,1.0,1.0
grep_map0,500,2,0.8233340872820427,0.9640463850068395,1.0
grep_map0,500,4,0.8233340872820427,0.9381198090720867,0.9945547784211827
grep_map0,500,8,0.8233340872820427,0.9253840667750527,0.980530600260021
grep_map0,500,0,0.8233340872820427,0.9128491709309285,0.9657955255544289
grep_map0,1000,2,0.8233340872820427,1.0,1.0
h264_encode,250,2,0.9734262363611837,0.9893396561343983,0.9964263917183289
h264_encode,500,1,0.9734262363611837,0.9994718222878893,1.0
h264_encode,500,2,0.9734262363611837,0.9965877515979298,1.0
h264_encode,500,4,0.9734262363611837,0.9959244272139434,1.0
h264_encode,500,8,0.9734262363611837,0.9934029197870738,0.9991019300133341
h264_encode,500,0,0.9734262363611837,0.993547597999718,0.9980103282976143
h264_encode,1000,2,0.9734262363611837,0.9999255933385668,1.0
jp2_decode,250,2,0.7862526774805272,0.8784399849647768,0.9963878109987647
jp2_decode,500,1,0.7862526774805272,0.996964528531899,1.0
jp2_decode,500,2,0.7862526774805272,0.9641958155644539,0.9976044965217994
jp2_decode,500,4,0.7862526774805272,0.94043624858157,0.9904438321224283
jp2_decode,500,8,0.7862526774805272,0.9274572432180628,0.9770873768030911
jp2_decode,500,0,0.7862526774805272,0.9162504305179409,0.9644320662080359
jp2_decode,1000,2,0.7862526774805272,0.9987279131584725,0.9995552041746264
jp2_encode,250,2,0.821323381205904,0.9069822539943921,1.0
jp2_encode,500,1,0.821323381205904,1.0,1.0
jp2_encode,500,2,0.821323381205904,0.9753680440215303,1.0
jp2_encode,500,4,0.821323381205904,0.954800096575785,0.996987618477107
jp2_encode,500,8,0.821323381205904,0.9441261757528885,0.9857010649796923
jp2_encode,500,0,0.821323381205904,0.9341453460408607,0.9747005002520679
jp2_encode,1000,2,0.821323381205904,1.0,1.0
tpcc64,250,2,0.7551358978862169,0.8497742388071268,0.9471813217966082
tpcc64,500,1,0.7551358978862169,0.989624565815065,1.0
tpcc64,500,2,0.7551358978862169,0.9463749591953006,1.0
tpcc64,500,4,0.7551358978862169,0.9240405069079054,0.9856629139062827
tpcc64,500,8,0.7551358978862169,0.9136183005067227,0.9666584939654154
tpcc64,500,0,0.7551358978862169,0.8977493170765003,0.9566383640662609
tpcc64,1000,2,0.7551358978862169,0.9996712400735117,1.0
tpch17,250,2,0.7319921500930687,0.8462218501354931,0.9786908416973915
